date_time,heart_zone_id,total_minutes
2021-04-01T12:53,FAT_BURN,1
2021-04-01T12:54,FAT_BURN,1
2021-04-01T12:57,FAT_BURN,1
2021-04-01T13:10,FAT_BURN,1
2021-04-01T13:12,FAT_BURN,1
2021-04-01T19:42,CARDIO,2
2021-04-01T19:43,CARDIO,2
2021-04-01T19:44,CARDIO,2
2021-04-01T19:45,CARDIO,2
2021-04-01T19:46,CARDIO,2
2021-04-01T19:47,CARDIO,2
2021-04-01T19:48,CARDIO,2
2021-04-01T19:49,CARDIO,2
2021-04-01T19:50,CARDIO,2
2021-04-01T19:51,CARDIO,2
2021-04-01T19:52,CARDIO,2
2021-04-01T19:53,CARDIO,2
2021-04-01T19:54,CARDIO,2
2021-04-01T19:55,CARDIO,2
2021-04-01T19:56,CARDIO,2
2021-04-01T19:57,CARDIO,2
2021-04-01T19:58,CARDIO,2
2021-04-01T19:59,CARDIO,2
2021-04-01T20:00,CARDIO,2
2021-04-01T20:01,CARDIO,2
2021-04-01T20:02,CARDIO,2
2021-04-01T20:03,CARDIO,2
2021-04-01T20:04,CARDIO,2
2021-04-01T20:05,CARDIO,2
2021-04-01T20:06,CARDIO,2
2021-04-01T20:07,CARDIO,2
2021-04-01T20:08,CARDIO,2
2021-04-01T20:09,CARDIO,2
2021-04-01T20:10,CARDIO,2
2021-04-01T20:11,CARDIO,2
2021-04-01T20:12,CARDIO,2
2021-04-01T20:13,CARDIO,2
2021-04-01T20:14,FAT_BURN,1
2021-04-01T20:15,FAT_BURN,1
2021-04-02T11:03,FAT_BURN,1
2021-04-02T11:04,FAT_BURN,1
2021-04-02T11:05,FAT_BURN,1
2021-04-02T12:24,FAT_BURN,1
2021-04-02T12:25,FAT_BURN,1
2021-04-02T12:27,FAT_BURN,1
2021-04-02T12:44,FAT_BURN,1
2021-04-02T12:45,FAT_BURN,1
2021-04-02T17:56,FAT_BURN,1
2021-04-02T19:01,FAT_BURN,1
2021-04-02T19:02,FAT_BURN,1
2021-04-02T19:04,FAT_BURN,1
2021-04-02T19:06,FAT_BURN,1
2021-04-02T19:07,FAT_BURN,1
2021-04-02T21:58,FAT_BURN,1
2021-04-02T21:59,FAT_BURN,1
2021-04-02T22:00,CARDIO,2
2021-04-02T22:01,FAT_BURN,1
2021-04-02T22:02,FAT_BURN,1
2021-04-02T22:03,FAT_BURN,1
2021-04-02T22:04,FAT_BURN,1
2021-04-02T22:05,FAT_BURN,1
2021-04-02T22:06,CARDIO,2
2021-04-02T22:07,FAT_BURN,1
2021-04-02T22:08,FAT_BURN,1
2021-04-03T16:00,FAT_BURN,1
2021-04-03T16:21,FAT_BURN,1
2021-04-03T16:22,FAT_BURN,1
2021-04-03T16:23,FAT_BURN,1
2021-04-03T16:24,FAT_BURN,1
2021-04-04T09:47,FAT_BURN,1
2021-04-04T09:48,FAT_BURN,1
2021-04-04T09:49,FAT_BURN,1
2021-04-04T09:50,FAT_BURN,1
2021-04-04T09:51,FAT_BURN,1
2021-04-04T09:52,FAT_BURN,1
2021-04-04T11:13,FAT_BURN,1
2021-04-04T11:14,FAT_BURN,1
2021-04-04T11:15,FAT_BURN,1
2021-04-04T11:16,FAT_BURN,1
2021-04-04T11:17,FAT_BURN,1
2021-04-04T15:43,FAT_BURN,1
2021-04-04T15:56,FAT_BURN,1
2021-04-04T18:07,FAT_BURN,1
2021-04-04T18:08,FAT_BURN,1
2021-04-04T18:09,FAT_BURN,1
2021-04-04T18:10,FAT_BURN,1
2021-04-04T18:11,FAT_BURN,1
2021-04-04T18:12,FAT_BURN,1
2021-04-04T18:13,FAT_BURN,1
2021-04-05T13:59,FAT_BURN,1
2021-04-06T13:53,FAT_BURN,1
2021-04-06T14:18,FAT_BURN,1
2021-04-07T19:12,CARDIO,2
2021-04-07T19:13,FAT_BURN,1
2021-04-07T19:14,FAT_BURN,1
2021-04-07T19:15,FAT_BURN,1
2021-04-07T19:16,FAT_BURN,1
2021-04-07T19:17,CARDIO,2
2021-04-07T19:18,FAT_BURN,1
2021-04-07T19:21,FAT_BURN,1
2021-04-07T19:22,FAT_BURN,1
2021-04-07T19:23,FAT_BURN,1
2021-04-07T19:24,FAT_BURN,1
2021-04-07T19:25,FAT_BURN,1
2021-04-07T19:26,FAT_BURN,1
2021-04-07T19:28,FAT_BURN,1
2021-04-07T19:29,FAT_BURN,1
2021-04-07T19:30,FAT_BURN,1
2021-04-07T19:31,FAT_BURN,1
2021-04-07T19:32,FAT_BURN,1
2021-04-07T19:33,FAT_BURN,1
2021-04-07T19:34,FAT_BURN,1
2021-04-07T19:35,FAT_BURN,1
2021-04-07T19:36,FAT_BURN,1
2021-04-07T19:37,FAT_BURN,1
2021-04-07T19:38,CARDIO,2
2021-04-07T19:39,FAT_BURN,1
2021-04-07T19:40,CARDIO,2
2021-04-07T19:41,CARDIO,2
2021-04-07T19:42,FAT_BURN,1
2021-04-07T19:43,CARDIO,2
2021-04-07T19:44,CARDIO,2
2021-04-07T19:45,FAT_BURN,1
2021-04-07T19:46,FAT_BURN,1
2021-04-07T19:47,FAT_BURN,1
2021-04-07T19:48,FAT_BURN,1
2021-04-07T19:49,FAT_BURN,1
2021-04-07T19:50,FAT_BURN,1
2021-04-07T19:51,FAT_BURN,1
2021-04-07T19:52,FAT_BURN,1
2021-04-07T19:53,CARDIO,2
2021-04-07T19:54,FAT_BURN,1
2021-04-07T19:55,FAT_BURN,1
2021-04-07T19:56,FAT_BURN,1
2021-04-07T19:57,FAT_BURN,1
2021-04-07T19:58,FAT_BURN,1
2021-04-07T19:59,FAT_BURN,1
2021-04-09T18:34,FAT_BURN,1
2021-04-09T18:35,FAT_BURN,1
2021-04-09T18:36,FAT_BURN,1
2021-04-09T18:37,FAT_BURN,1
2021-04-09T18:38,FAT_BURN,1
2021-04-09T18:43,FAT_BURN,1
2021-04-09T18:44,CARDIO,2
2021-04-09T18:45,CARDIO,2
2021-04-09T18:46,CARDIO,2
2021-04-09T18:47,CARDIO,2
2021-04-09T18:48,CARDIO,2
2021-04-09T18:49,CARDIO,2
2021-04-09T18:50,CARDIO,2
2021-04-09T18:51,CARDIO,2
2021-04-09T18:52,CARDIO,2
2021-04-09T18:53,CARDIO,2
2021-04-09T18:54,CARDIO,2
2021-04-09T18:55,CARDIO,2
2021-04-09T18:56,CARDIO,2
2021-04-09T18:57,CARDIO,2
2021-04-09T18:58,CARDIO,2
2021-04-09T18:59,CARDIO,2
2021-04-09T19:00,CARDIO,2
2021-04-09T19:01,CARDIO,2
2021-04-09T19:02,CARDIO,2
2021-04-09T19:03,CARDIO,2
2021-04-09T19:04,CARDIO,2
2021-04-09T19:05,CARDIO,2
2021-04-09T19:06,CARDIO,2
2021-04-09T19:07,CARDIO,2
2021-04-09T19:08,CARDIO,2
2021-04-09T19:09,CARDIO,2
2021-04-09T19:10,CARDIO,2
2021-04-09T19:11,CARDIO,2
2021-04-09T19:12,CARDIO,2
2021-04-09T19:13,CARDIO,2
2021-04-09T19:14,CARDIO,2
2021-04-09T19:15,FAT_BURN,1
2021-04-09T20:12,FAT_BURN,1
2021-04-09T20:13,FAT_BURN,1
2021-04-09T20:14,FAT_BURN,1
2021-04-10T11:02,FAT_BURN,1
2021-04-10T11:03,FAT_BURN,1
2021-04-10T11:04,FAT_BURN,1
2021-04-10T11:05,CARDIO,2
2021-04-10T11:06,CARDIO,2
2021-04-10T11:07,FAT_BURN,1
2021-04-10T11:08,CARDIO,2
2021-04-10T11:09,FAT_BURN,1
2021-04-10T11:10,CARDIO,2
2021-04-10T11:11,CARDIO,2
2021-04-10T11:12,CARDIO,2
2021-04-10T11:13,FAT_BURN,1
2021-04-10T11:14,CARDIO,2
2021-04-10T11:15,FAT_BURN,1
2021-04-10T11:16,CARDIO,2
2021-04-10T11:17,CARDIO,2
2021-04-10T11:18,CARDIO,2
2021-04-10T11:19,CARDIO,2
2021-04-10T11:20,CARDIO,2
2021-04-10T11:21,CARDIO,2
2021-04-10T11:22,CARDIO,2
